,strat1_ret,strat2_ret,volFactor1,volFactor2,rb1,rb2,fundVolFactor,scaledRBRet,scaledRBProf
2001-02-06,0.4252688312161983,0.2775105503463111,0.008490956972104825,0.009704024036606796,1.0,3.0,0.3199930510772437,0.0036015572309244445,
2001-02-07,0.3193637087714748,0.6844789973460933,0.00883206080032454,0.009742703226163689,1.0,3.0,0.3164264958408943,0.007244100428332956,
2001-02-08,0.8483680225418391,0.29444332959741215,0.009178465203697311,0.009810616268879182,1.0,3.0,0.31208164241294106,0.005094105821302836,
2001-02-09,0.36396781300958736,0.6636299543393858,0.009276624972207052,0.009818794103873341,1.0,3.0,0.3114434510223905,0.007138094352551524,
2001-02-12,0.8217993824425197,0.29142138378500726,0.009286537783682968,0.009836870443757691,1.0,3.0,0.31244960946589834,0.0050477958392160065,
2001-02-13,0.1259045844219303,0.5387951894360982,0.00906394063282351,0.009966122907026684,1.0,3.0,0.3133298722265417,0.005333325208846468,
2001-02-14,0.43902121782495973,0.443412845929811,0.009095367789841229,0.010095450519821225,1.0,3.0,0.3171432022854138,0.005400736354711107,
2001-02-15,0.5471617267995081,0.6621811719169934,0.009096572088238657,0.010290711497105419,1.0,3.0,0.3174238666116541,0.007938629980957417,
2001-02-16,0.6558309613225692,0.2760542092960008,0.00910868501425337,0.01031664655626549,1.0,3.0,0.315390119564693,0.004598899287758928,
2001-02-19,0.4422696204938319,0.35321132353933615,0.009119039526763715,0.010426065657683515,1.0,3.0,0.3192002530013476,0.004718350933394374,
2001-02-20,0.7263965272610654,0.7106168038475732,0.009127527555323133,0.010411477753638175,1.0,3.0,0.31902644495131244,0.009209198940834844,
2001-02-21,0.644830280041106,0.17284627917429307,0.009192015595465609,0.010286634306323976,1.0,3.0,0.3171963686322715,0.003600041705991557,
2001-02-22,0.16642899673039846,0.19796587390907305,0.009512507252561796,0.010380562006042336,1.0,3.0,0.32560089718956353,0.002423071175002799,
2001-02-23,0.9869182129567198,0.8848652552583673,0.009409852195127622,0.010247648807535193,1.0,3.0,0.3229623300512316,0.01202908505053412,
2001-02-26,0.8462893556925076,0.07946134309659814,0.009043983210343848,0.00996785620419162,1.0,3.0,0.3166117727889396,0.0033608537353985845,
2001-02-27,0.16761374457164857,0.3137399606540817,0.008877621388191634,0.009770356528639902,1.0,3.0,0.3203293652222256,0.003450384546976007,
2001-02-28,0.47099594748027374,0.1530238284369705,0.008922514875669085,0.010289414753087157,1.0,3.0,0.31294720936261955,0.002776171531663711,
2001-03-01,0.8842378472256381,0.834040947352908,0.008926544282782415,0.010510845648253296,1.0,3.0,0.3135569659904761,0.010525980961228875,
2001-03-02,0.6436332925141953,0.23732392085738874,0.00873554459313162,0.010302992125743902,1.0,3.0,0.3073554425144039,0.0041479969375434805,
2001-03-05,0.7694832855652863,0.5081457936909981,0.008746186999687594,0.010349858016525467,1.0,3.0,0.309640175150909,0.006893405327686947,
2001-03-06,0.9415343397945868,0.37466973140529114,0.00868991773489892,0.010616321139687036,1.0,3.0,0.30676247729259215,0.006151983939659378,
2001-03-07,0.6555609621283365,0.49847330070811535,0.008741225633141924,0.010610764256670723,1.0,3.0,0.30692133447446157,0.006617673037289738,
2001-03-08,0.057021735771372595,0.5434918391357394,0.00876271791728867,0.010614467108400876,1.0,3.0,0.3070437865093596,0.005462902408211209,
2001-03-09,0.8102315946854481,0.5696931141131747,0.008532604989036062,0.010774305601135887,1.0,3.0,0.3084260148711658,0.007750030001092428,
2001-03-12,0.4695694930093637,0.9281380105616983,0.008657841764761984,0.010806785048895137,1.0,3.0,0.30938361847500906,0.010488575231879838,
2001-03-13,0.419214878465759,0.9079429852967641,0.008986345375183818,0.010325989358107664,1.0,3.0,0.31027570584061775,0.010229871478427174,
2001-03-14,0.7723514692848112,0.7264546391430233,0.009049629319189045,0.010028261005499972,1.0,3.0,0.312748435659067,0.009135976835909797,
2001-03-15,0.7135842944955014,0.66620965255547,0.009252657656463357,0.01026245655790731,1.0,3.0,0.3043235282946474,0.008287973091380865,
2001-03-16,0.9372901823171454,0.1010664457084598,0.009457174717414358,0.010280029821393302,1.0,3.0,0.30544659381751216,0.0035861469989171488,
2001-03-19,0.16589497559700794,0.8455890125112623,0.009197106923216621,0.010112567433323916,1.0,3.0,0.3109268872727637,0.008444663214080925,
2001-03-20,0.8864691500670404,0.8602185878593674,0.009378396010791558,0.010129000815684248,1.0,3.0,0.3212092018363773,0.010649248062060399,
2001-03-21,0.31481997780181226,0.2088350952290543,0.00925630744206158,0.009953873494916684,1.0,3.0,0.31831098089342214,0.002986724888511044,
2001-03-22,0.754350144430736,0.5928252897580806,0.009184364058309524,0.009955424647361608,1.0,3.0,0.31677931224752914,0.007857576805780656,
2001-03-23,0.06673720956631934,0.6725309608148048,0.00912960939156541,0.010040564717646631,1.0,3.0,0.3167783615985087,0.006556993677356694,
2001-03-26,0.7537385611076969,0.49061326433471186,0.009074973742232014,0.010154975967616574,1.0,3.0,0.3151415930685035,0.006861242341438591,
2001-03-27,0.9759829908114664,0.12530950136429775,0.009021405568175532,0.010357736623686995,1.0,3.0,0.3158057950182119,0.003994282586353291,
2001-03-28,0.7103527264177346,0.7692307545591276,0.008823957527316089,0.010079925604480422,1.0,3.0,0.32124723236137376,0.009572341676800723,
2001-03-29,0.6164245187502098,0.779688392360547,0.00881404303754966,0.00993701859825708,1.0,3.0,0.31985207894361356,0.009321600982318465,
2001-03-30,0.8900439737833871,0.8014636233811631,0.00882974392559794,0.009810484562908499,1.0,3.0,0.31906929664483463,0.010151261434771653,
2001-04-02,0.8967287774138075,0.8099784459293708,0.008929361605765105,0.009656944854819837,1.0,3.0,0.3161462933053959,0.010132597056711738,
2001-04-03,0.13669332462432437,0.37307237207385524,0.008810881971820244,0.009624210429523009,1.0,3.0,0.3129762303016131,0.0038028611957401466,
2001-04-04,0.2926425652304937,0.08552782967163486,0.008673052615140883,0.009592482604728994,1.0,3.0,0.3113707443129789,0.0015798578757370923,
2001-04-05,0.40076798099996924,0.6597442113088191,0.008933655970297666,0.009559724734646797,1.0,3.0,0.3137834524587993,0.006993896443523519,
2001-04-06,0.24629816677077654,0.9205376575629666,0.008922215533318765,0.00961570816746586,1.0,3.0,0.3156880825932133,0.008974395929960853,
2001-04-09,0.6919236418982253,0.9515485125550273,0.008863035843323977,0.009395161727925965,1.0,3.0,0.318548491824131,0.01061435839042537,
2001-04-10,0.37658440843754026,0.23610178117853375,0.008943711012622335,0.009206103849469828,1.0,3.0,0.31530921281031177,0.003183039856380649,
2001-04-11,0.8449703865444591,0.9735717651794784,0.00895092985880752,0.009101865700168599,1.0,3.0,0.31286256297843956,0.010861008486606896,
2001-04-12,0.12645177530029716,0.13845835519336658,0.008934713381465523,0.008916328803487378,1.0,3.0,0.30828818430315136,0.0015369526813290848,
2001-04-13,0.740090963637858,0.04977347420431266,0.008935392252676585,0.00870560637125679,1.0,3.0,0.3039969991791809,0.002449007615977177,
2001-04-16,0.0196988659707773,0.7137120792318457,0.008929593237500855,0.00843633542680875,1.0,3.0,0.30659356871846516,0.005719979072402273,
2001-04-17,0.5905258839264161,0.49977719698948164,0.00853042996764015,0.008417090677016788,1.0,3.0,0.30957923960775136,0.0054947761186092976,
2001-04-18,0.9246807960344948,0.5912441840685714,0.008538290786707975,0.008490211629454776,1.0,3.0,0.30898959424440714,0.007063852936351454,
2001-04-19,0.7638262084472527,0.9904782529029064,0.008418869369424778,0.008525134567349959,1.0,3.0,0.30920728979151363,0.009810382607347228,
2001-04-20,0.7493280683142827,0.9087926685750903,0.008405073823734331,0.008325771574625204,1.0,3.0,0.3081502264586238,0.009137457130434967,
2001-04-23,0.3508023123603812,0.2685520118048411,0.00837863031665302,0.008344909278877448,1.0,3.0,0.3063163621890196,0.0029755686759173035,
2001-04-24,0.3420451485631355,0.076288177882463,0.008519776423160022,0.008397214937141146,1.0,3.0,0.3079729449145557,0.001462882286666863,
2001-04-25,0.4728798593634689,0.8899992732442656,0.008646505359002495,0.008266533948957391,1.0,3.0,0.30841918835945364,0.008145692295107872,
2001-04-26,0.7861731788151559,0.7807574014300254,0.008729409409194174,0.008389934195643375,1.0,3.0,0.30583424849166524,0.008068283995011749,
2001-04-27,0.11025000534414076,0.6444559475822866,0.008887680332438254,0.00841260191717976,1.0,3.0,0.30697551298487424,0.005255225252643351,
2001-04-30,0.994715450751571,0.5785109999166674,0.008621133153855374,0.008624003714840303,1.0,3.0,0.30889082563066106,0.00719583178341624,
2001-05-01,0.9028055651664585,0.9894011780366851,0.008523553434260079,0.008702827520607147,1.0,3.0,0.3108927962424018,0.010311086285616998,
2001-05-02,0.7298762377678446,0.3044336808864013,0.008406193628258792,0.008656213684673241,1.0,3.0,0.30736783696178954,0.004405176997406435,
2001-05-03,0.07660690712530782,0.48519905673696995,0.008421437625401259,0.008561885286453477,1.0,3.0,0.30811017552352393,0.004070758928027538,
2001-05-04,0.19000972301022667,0.9502898430911542,0.008301736731423195,0.008605973584888401,1.0,3.0,0.3050805366118849,0.008013629207511634,
2001-05-07,0.04985543420602745,0.31567412930907934,0.008169804985989236,0.008472433515682175,1.0,3.0,0.3081525234408631,0.002612690295401298,
2001-05-08,0.9264108650824214,0.3333773404300596,0.008162372445494441,0.008381374754425847,1.0,3.0,0.30574040357334925,0.0049434284375050284,
2001-05-09,0.9433640659169429,0.29450136558826834,0.008086320606138222,0.008304202102501242,1.0,3.0,0.3080004603849971,0.004618229522045979,
2001-05-10,0.6189687546658665,0.5769294669755439,0.007946714802141078,0.008337485324168564,1.0,3.0,0.30998115660311654,0.005968431835136814,
2001-05-11,0.7082667858895888,0.35078878728128826,0.0079646753058458,0.008462840461124102,1.0,3.0,0.30872435799218356,0.004464498415424861,
2001-05-14,0.3512954467297109,0.7179301067533739,0.007986295829720113,0.008437530994372222,1.0,3.0,0.3101463104842933,0.006490972242076935,
2001-05-15,0.3545435809246761,0.8001209808016825,0.007965342478770024,0.008422267853814306,1.0,3.0,0.3112749460653292,0.0071596117831884565,
2001-05-16,0.02865683900215854,0.4889171067058863,0.008075107204999475,0.008625397446368737,1.0,3.0,0.30776027836717496,0.003916347454095056,
2001-05-17,0.8416889628578762,0.31894698844762204,0.00795433596390853,0.008706002844616827,1.0,3.0,0.3045549330318083,0.004631749788489648,
2001-05-18,0.811944652516545,0.6125595828393138,0.007982531585008732,0.008738325442271789,1.0,3.0,0.3084333773376542,0.006839486663528787,
2001-05-21,0.865897826926691,0.5484563371344526,0.007965227858469422,0.00890198838150338,1.0,3.0,0.30988267921076484,0.006566493135699559,
2001-05-22,0.7656162305996373,0.35243904383077984,0.00791007394536876,0.008902210211116514,1.0,3.0,0.31021445964465527,0.004806445382263037,
2001-05-23,0.10557763078291305,0.5648641648679914,0.008111838032849145,0.008857464506444757,1.0,3.0,0.30977117468597576,0.004938845454857869,
2001-05-24,0.2914603527156119,0.3123543845936393,0.007940214966351306,0.00886416998902146,1.0,3.0,0.3096887960221984,0.003303487409872359,
2001-05-25,0.7500320620178234,0.5480936784057505,0.008056699438294056,0.009042467402472562,1.0,3.0,0.30338381529190916,0.006358097541953172,
2001-05-28,0.10001741394741592,0.6942550640967597,0.008041538868935475,0.009102365605094385,1.0,3.0,0.3041979302236678,0.005958199224906445,
2001-05-29,0.15430233265657745,0.7252663729508539,0.007866320716132864,0.009146338954436103,1.0,3.0,0.3062020692571455,0.00640207275913785,
2001-05-30,0.6977816055473484,0.889215240458711,0.007870849051313562,0.009192532762225994,1.0,3.0,0.30971394033480343,0.009151818237872159,
2001-05-31,0.9435408124608181,0.36636316242769096,0.007980999911930279,0.00912451371374788,1.0,3.0,0.31050327195411626,0.005429249270436545,
2001-06-01,0.8822996800813785,0.6224026188934455,0.007941706964350303,0.009120798984429362,1.0,3.0,0.3143635330195994,0.007476607466810566,
2001-06-04,0.7367774594895667,0.5911506870953739,0.007879086547989005,0.009471652865733215,1.0,3.0,0.3166983432201567,0.006924350504048943,
2001-06-05,0.24582607882370056,0.15338942188407134,0.007862638451286487,0.009483766782773833,1.0,3.0,0.3162661932518891,0.0019937551083924624,
2001-06-06,0.12741344777029273,0.6791833288802154,0.00786237350967264,0.009422688923186436,1.0,3.0,0.3103790954237245,0.00642825420153856,
2001-06-07,0.48378814533217307,0.3096289315762285,0.007728598483385753,0.00966475865850803,1.0,3.0,0.31322669549370025,0.003897223715932102,
2001-06-08,0.9600229487549065,0.6606007357888323,0.007748499384612574,0.00973536327145295,1.0,3.0,0.3141307962200179,0.008323458160996345,
2001-06-11,0.8796781873248478,0.19124875092238802,0.0076744470796165755,0.010053335235822351,1.0,3.0,0.3162518094145096,0.0038957917344968726,
2001-06-12,0.21815755723161467,0.7251631033324772,0.007733158392384576,0.010131709356810969,1.0,3.0,0.32446319461085604,0.007446200073865381,
2001-06-13,0.016617192052469476,0.9277563504625169,0.007668086758486062,0.01059935991131587,1.0,3.0,0.32349370678767064,0.009191320849238486,
2001-06-14,0.14155753359736734,0.00889580253152411,0.007665281845280519,0.01035299530431703,1.0,3.0,0.32688983034044855,0.0004426509597038322,
2001-06-15,0.24599855461400388,0.9415975530387546,0.007534682628131896,0.009772830455055902,1.0,3.0,0.32021213759539147,0.010176313618482567,
2001-06-18,0.9769067157059346,0.7397623496911344,0.007602725179350674,0.009517710794356624,1.0,3.0,0.3235300867430814,0.009301969868450922,
2001-06-19,0.1662925478011391,0.43493724453228777,0.007479608818535236,0.009785016535600983,1.0,3.0,0.3241896163695615,0.004426893644012572,
2001-06-20,0.41790894473513907,0.9118768584324523,0.007426400460112208,0.010003977920235253,1.0,3.0,0.32554959496188046,0.00969131980218824,
2001-06-21,0.7201383442364284,0.3105658025118564,0.007439601722014714,0.009905154934154038,1.0,3.0,0.3277426291600412,0.0047753945603243525,
2001-06-22,0.274684540926744,0.21274046715353467,0.007429611810568641,0.010242335078573743,1.0,3.0,0.33215021909794884,0.0027416409816636246,
2001-06-25,0.43873161028780794,0.46967507403448083,0.0073854478502799045,0.01023262505641745,1.0,3.0,0.32907280885894163,0.005876173825352375,
2001-06-26,0.05212237360791072,0.15439319889430758,0.007441156528351941,0.010339435621663094,1.0,3.0,0.3311247320209275,0.001686330390255233,
2001-06-27,0.8863572836609167,0.7379385844482445,0.007402452761404264,0.010071166586786933,1.0,3.0,0.3244093617056544,0.009763255355183773,
2001-06-28,0.38925159864732983,0.19238784345123638,0.007477419652784139,0.009991655528249817,1.0,3.0,0.32282961901563983,0.002820456071696403,
2001-06-29,0.8620200241458728,0.9024898105497806,0.007604504484052973,0.010208890178267045,1.0,3.0,0.32760110603572623,0.010814077939026948,
2001-07-02,0.6054627234887969,0.8587811293593693,0.007537384390564804,0.01000998743164541,1.0,3.0,0.3217719565335938,0.010124790874290546,
2001-07-03,0.8987639549867505,0.7951334919966921,0.007678788445868662,0.009813310098179373,1.0,3.0,0.3213359437302218,0.009863004912522882,
2001-07-04,0.9294690887189134,0.02838052481571085,0.007641416865591248,0.010009954019443117,1.0,3.0,0.3148353044175231,0.0025619205964121728,
2001-07-05,0.16889466298050748,0.08286609128474653,0.0077072311554476905,0.009637213058641968,1.0,3.0,0.32315637171073613,0.0011897789291522832,
2001-07-06,0.6585732631219677,0.8280585627079462,0.007725201755225728,0.009377607319936575,1.0,3.0,0.31682026107177313,0.009376804410818385,
2001-07-09,0.302950609478299,0.5336641985329087,0.007869976143535505,0.009317737327999714,1.0,3.0,0.31320360662734625,0.0054980463653982285,
2001-07-10,0.6534505661962314,0.6045437732112107,0.007838396722445405,0.009320958147358569,1.0,3.0,0.313360491382331,0.0069035025437977635,
2001-07-11,0.8304171758203546,0.4313593736011826,0.007855757420902137,0.009365636179591874,1.0,3.0,0.31214091683316914,0.005819476369306175,
2001-07-12,0.37234503377394557,0.7957648593246859,0.007789183054976905,0.009403097113104667,1.0,3.0,0.31222365914955486,0.007892041319394942,
2001-07-13,0.3755982968333774,0.8091610235647436,0.007794286291690868,0.00940682704239908,1.0,3.0,0.3120788168297783,0.008040215988620068,
2001-07-16,0.24785791702386062,0.7707186410872028,0.00800677060503087,0.009290962300387087,1.0,3.0,0.3135947694986555,0.007390627580563776,
2001-07-17,0.24868116709428068,0.3881414743331074,0.008032854967466375,0.009288352627882268,1.0,3.0,0.31334598671821756,0.004017072628939668,
2001-07-18,0.9303564288538264,0.2768877433328518,0.00805705768540672,0.00925720635222396,1.0,3.0,0.3128151804583971,0.004759384384772929,
2001-07-19,0.07984050640616347,0.11550443756148987,0.008006353058163674,0.009153789360248568,1.0,3.0,0.315897540536541,0.0012046590193444146,
2001-07-20,0.46908610666499073,0.45488983540861583,0.007909747464733299,0.00895145236096444,1.0,3.0,0.31057905253422424,0.00513256619943687,
2001-07-23,0.8299479277622185,0.5832120226933283,0.008054841239268093,0.008945489296179663,1.0,3.0,0.31004848447004996,0.00690307364267239,
2001-07-24,0.9885768404540932,0.8402179194088909,0.007992539091308084,0.009008495729786405,1.0,3.0,0.310765031265606,0.009459985646773294,
2001-07-25,0.3102885604780523,0.8026379811170331,0.007830281969060333,0.008883208224801197,1.0,3.0,0.307782786003987,0.0075117116247543645,
2001-07-26,0.9650182947821448,0.47365285374354404,0.007954088368695,0.008823836817341977,1.0,3.0,0.3074621784812568,0.006210759959481003,
2001-07-27,0.3296813489411228,0.5701951248854213,0.007906690633007954,0.008862743046704624,1.0,3.0,0.3065794129284563,0.005447073988126091,
2001-07-30,0.19552331079897356,0.6831079404966627,0.007892273842724997,0.009034159815203413,1.0,3.0,0.3078752234781894,0.006042242672361756,
2001-07-31,0.9080092261160362,0.057300534951755244,0.007961551450370861,0.009042874809681497,1.0,3.0,0.3072312340665398,0.0026844392058306384,
2001-08-01,0.9351735305755567,0.3354795425773095,0.007942549338422174,0.008750120685667722,1.0,3.0,0.31281258395907746,0.005083611044302534,
2001-08-02,0.6581665435903725,0.7119238630271889,0.007822817891984019,0.008711950027662115,1.0,3.0,0.3151712898496578,0.007481156753651842,
2001-08-03,0.3369627473923882,0.4106221409987104,0.007876809771277506,0.008846454701438432,1.0,3.0,0.3169831792769159,0.00421319622737837,
2001-08-06,0.6563086309517814,0.6730235515428685,0.007996595968659394,0.008858003346218443,1.0,3.0,0.31484005571856793,0.007300514195178779,
2001-08-07,0.04448455150955,0.46962095580715324,0.00798454890534342,0.008895662736662584,1.0,3.0,0.31466929371642466,0.00404110969371958,
2001-08-08,0.05858751820591068,0.20249506757971092,0.007943124550047436,0.00891283953255097,1.0,3.0,0.3153315040501371,0.0018476683574052098,
2001-08-09,0.45463779982004904,0.18413715408318065,0.007887183609510422,0.008923040942575892,1.0,3.0,0.308791620860392,0.002691291127816453,
2001-08-10,0.19967418845560314,0.03295452267673571,0.007960186470100609,0.008823084048090128,1.0,3.0,0.30717186122118556,0.0007587104774396392,
2001-08-13,0.018861183739815934,0.5488118354257722,0.008104021851824338,0.008762213439483274,1.0,3.0,0.29928393212093846,0.004508293028002458,
2001-08-14,0.5473468837583322,0.7500021127817518,0.007999841111708317,0.00909149449614925,1.0,3.0,0.30332216481145385,0.007227930490884588,
2001-08-15,0.29796808581466727,0.7203628771217384,0.008065299631769858,0.009285272821217645,1.0,3.0,0.3000217538050111,0.006682558175129638,
2001-08-16,0.53980643264281,0.7616607967102049,0.00825831517569249,0.009298799738955628,1.0,3.0,0.30325608763462336,0.007671671905118902,
2001-08-17,0.19395061812624925,0.7478605388251705,0.008377709064456304,0.009208478177526744,1.0,3.0,0.30350742525601143,0.0068124422441842684,
2001-08-20,0.8793331303492659,0.5889041145312929,0.00828150637664484,0.009370304071219523,1.0,3.0,0.304398364342188,0.007173558611677453,
2001-08-21,0.10774735673255453,0.11057200822335012,0.00817887028289757,0.009424465349214718,1.0,3.0,0.30269786966635226,0.0012177731858220664,
2001-08-22,0.4783657044050983,0.03359993200147271,0.008073121475881838,0.009311155224165792,1.0,3.0,0.3009968096334335,0.0014718608930534135,
2001-08-23,0.83152381014862,0.2470391646771508,0.008076207615183927,0.008984579308257313,1.0,3.0,0.3014526012597302,0.00409766604691995,
2001-08-24,0.08551213429354532,0.7578698696803055,0.008180681215833497,0.009063469532115289,1.0,3.0,0.30672633406359817,0.006366087970508836,
2001-08-27,0.7266753038427783,0.734151455729532,0.008146186846920617,0.009049581434255315,1.0,3.0,0.3116020508128111,0.007946229410070381,
2001-08-28,0.7402753972435658,0.8246517188551145,0.008106582761172118,0.009123165203744121,1.0,3.0,0.31120044659490914,0.008855319080995912,
2001-08-29,0.9201130668808273,0.5854913327008314,0.008181750342428722,0.009203138347335242,1.0,3.0,0.31272954587318463,0.007308099085862965,
2001-08-30,0.1666954337865616,0.566975747284496,0.008016808615915895,0.009380294924626408,1.0,3.0,0.31284248465616465,0.005321946708244866,
2001-08-31,0.489920517193388,0.38424764061847083,0.008063295969192811,0.009509723289078674,1.0,3.0,0.31634398037358646,0.00461150707829717,
2001-09-03,0.25522989645217253,0.7704246819090941,0.0082679857753535,0.009884641199900691,1.0,3.0,0.3101337485185182,0.007604140830248039,
2001-09-04,0.6757949897960586,0.6265792973756545,0.008319201815947029,0.010130966662882105,1.0,3.0,0.31546353617006184,0.007495311806553579,
2001-09-05,0.44207250451822255,0.4035859823790908,0.008312233101084534,0.01029739751185953,1.0,3.0,0.3164083398095948,0.0050296997621801145,
2001-09-06,0.8635138465901431,0.8671790563495936,0.008347244949197986,0.010268638320000833,1.0,3.0,0.31617808560621363,0.01074737587000802,
2001-09-07,0.9672731559088386,0.39381594285833865,0.008224031633689004,0.010043854555459425,1.0,3.0,0.3129822477060673,0.0063886711304484475,
2001-09-10,0.8824036499984311,0.34163777616843605,0.008108183614656655,0.010027349781060126,1.0,3.0,0.31395490022150774,0.005493150157131487,
2001-09-11,0.8831794999910078,0.6265747979632051,0.007980178945734323,0.01011419229978722,1.0,3.0,0.3149054749202212,0.008165852530805626,
2001-09-12,0.7606074079006525,0.18338638418109843,0.007868206723148164,0.010266695475823352,1.0,3.0,0.3125657035164299,0.003663672862785867,
2001-09-13,0.3610168860988572,0.07548130514550544,0.007889285795582006,0.010203405999332296,1.0,3.0,0.3126066237246146,0.0016145225754481466,
2001-09-14,0.6687837600341451,0.8150043754924596,0.007938199556113374,0.009886227875901451,1.0,3.0,0.3116526745421072,0.009448125006385496,
2001-09-17,0.8195859630758325,0.3255942786305115,0.008076324607476731,0.009786372127374394,1.0,3.0,0.3081343926474756,0.005037159475097747,
2001-09-18,0.834674200745597,0.3304908828559896,0.008210993518902561,0.010008170571689342,1.0,3.0,0.31402331318133575,0.005066968139943494,
2001-09-19,0.9808807371875321,0.9970879126750843,0.008133390481020328,0.00995474587090337,1.0,3.0,0.3156366820780903,0.011930085783560942,
2001-09-20,0.39902706930894416,0.5887004835695324,0.00802676525136895,0.009540471913510418,1.0,3.0,0.31091895153006305,0.0065736181197403884,
2001-09-21,0.4139249469177797,0.5802010657344018,0.008198737499689416,0.009716352203938485,1.0,3.0,0.3148424119388153,0.006196196299141654,
2001-09-24,0.7400537414737214,0.8570617754916238,0.008239334699328076,0.00986597499417708,1.0,3.0,0.3130362147119988,0.009775872184370132,
2001-09-25,0.04391148077452289,0.8415359879702611,0.008392481894004197,0.009649031002132455,1.0,3.0,0.3107814350773658,0.007910275022771996,
2001-09-26,0.9063162204221892,0.028733846121678064,0.008173315285699837,0.009474731402242196,1.0,3.0,0.3151848492239057,0.002622374925879414,
2001-09-27,0.5507159740416879,0.9729119152155058,0.008161991460064145,0.009161540067983516,1.0,3.0,0.3184135893604099,0.010134898844591289,
2001-09-28,0.6587728952502794,0.5482146779437695,0.008301183248145555,0.009156147003446672,1.0,3.0,0.31390770136096435,0.006509765539165866,
2001-10-01,0.31951935656414254,0.1954198408412312,0.008461823973100732,0.009209743665873557,1.0,3.0,0.3116631626679204,0.0025176236098396086,
2001-10-02,0.08811521201885086,0.1639084044719996,0.008427504597355112,0.009104243867721705,1.0,3.0,0.31058943580112514,0.0016437983439894926,
2001-10-03,0.7465297396825045,0.3901424976236234,0.008253864981774887,0.008946400958484388,1.0,3.0,0.307646062224016,0.005263633752791427,
2001-10-04,0.925320155655463,0.6631895367066777,0.008219459941132923,0.008965171100140825,1.0,3.0,0.3088379653024417,0.007825576318126734,
2001-10-05,0.3351575889987749,0.7507387002538735,0.008315880099066133,0.008933230573841947,1.0,3.0,0.3076985213968288,0.007086693876492422,
2001-10-08,0.9038619673964925,0.6001356569561703,0.008539819762905446,0.008991888225656733,1.0,3.0,0.3125475740316101,0.007261641517776033,
2001-10-09,0.21612644727507258,0.1544893426502737,0.008412156499318183,0.009152528858193131,1.0,3.0,0.3127915681858763,0.0018793903218913824,
2001-10-10,0.12314915737903886,0.4247856504604407,0.008425559057832998,0.009314008287810455,1.0,3.0,0.3140258437910921,0.003972308643285891,
2001-10-11,0.5111626465612981,0.9580022438905662,0.0085464178015943,0.009296214799669718,1.0,3.0,0.31240464679333363,0.009758464130565091,
2001-10-12,0.905970525374777,0.4358602941536619,0.008543271119441273,0.0090974587505122,1.0,3.0,0.3130770864890966,0.0062163386833454515,
2001-10-15,0.8257535065921783,0.3296698295429058,0.008500453690072818,0.009134608191247628,1.0,3.0,0.3125792965526425,0.005025547552574404,
2001-10-16,0.9412033733407892,0.4229812466760423,0.008433914642505298,0.009161227038691468,1.0,3.0,0.3136053257363958,0.006124040940452475,
2001-10-17,0.631668909780285,0.987274265581981,0.008482045917687217,0.009228869882403871,1.0,3.0,0.31187788417646994,0.010180059377238366,
2001-10-18,0.8390216876792526,0.02706492933723037,0.00857305267830349,0.00891864187578213,1.0,3.0,0.31221248989513406,0.002453217905960439,
2001-10-19,0.5861496797368937,0.03514384817645633,0.008819805408897246,0.008817634495736845,1.0,3.0,0.3209291891385487,0.0018624718470376033,
2001-10-22,0.28302933789640206,0.648820828813164,0.008843972343346392,0.008819607117299764,1.0,3.0,0.3224626745472114,0.006309294059371205,
2001-10-23,0.09707515931180466,0.08985865608678634,0.00876564994859888,0.008901438309285446,1.0,3.0,0.321878615908604,0.0010435163508755064,
2001-10-24,0.27786375126255647,0.08730128952644067,0.00878106947503616,0.008730704541249103,1.0,3.0,0.31243465221972444,0.0015343881217290364,
2001-10-25,0.4654011474967983,0.7880207393446127,0.008669003754562091,0.00857834764172257,1.0,3.0,0.30998571249469375,0.007725461841126675,
2001-10-26,0.623161384777541,0.9272487299803283,0.008676797962715867,0.008605941322742708,1.0,3.0,0.31210438441768246,0.009071723894857615,
2001-10-29,0.9891695075725461,0.22933339247863926,0.008819534251033913,0.008399759732125945,1.0,3.0,0.3124697015045321,0.004526672456691297,
2001-10-30,0.5429582994449567,0.28552205476997217,0.008847934252260008,0.008321896829978916,1.0,3.0,0.3145587836017773,0.0037445085695584504,
2001-10-31,0.628180413275556,0.05164757705709222,0.008859948133664128,0.008286973111957014,1.0,3.0,0.31457765543512567,0.0021539464353224035,
2001-11-01,0.4514308767847681,0.4579017961610313,0.009028827680404946,0.008171712220314778,1.0,3.0,0.3122396980053888,0.004839309694862166,
2001-11-02,0.6617457646081987,0.10767085586800373,0.009000653021172736,0.008195455823823411,1.0,3.0,0.3124303709090732,0.002689743361066679,
2001-11-05,0.6646665260583562,0.7606736018772278,0.009035477847613875,0.008064613531368245,1.0,3.0,0.31328353472297177,0.007712229193111075,
2001-11-06,0.41930560869040456,0.27621067904914653,0.009124487255676411,0.00814053745262014,1.0,3.0,0.31538582632598255,0.003280461966720871,
2001-11-07,0.9047560987015125,0.49971366706488096,0.009278206937855358,0.00810966994141605,1.0,3.0,0.3137780703598752,0.00645255713896873,
2001-11-08,0.9537631330685256,0.31680221906910455,0.009257679861369144,0.008123371099594134,1.0,3.0,0.31257218328483705,0.0051951281281832195,
2001-11-09,0.9222048186937695,0.0031527757770263287,0.009188736184703934,0.008130154839682494,1.0,3.0,0.31521049312761124,0.0026925938345304604,
